 1   !! number of vertical layers
 0   ! vertical depth of climatology
    JDAY  MM  DD   TEMP   SALT JDAY=0 FOR JAN 01
    82.0    3   23   11.58   33.20
    83.0    3   24   11.44   33.20
    84.0    3   25   11.38   33.20
    85.0    3   26   11.94   33.20
    86.0    3   27   11.98   33.20
    87.0    3   28   11.86   33.20
    88.0    3   29   12.09   33.20
    89.0    3   30   12.55   33.20
    90.0    3   31   12.48   33.20
    91.0    4    1   12.17   33.20
    92.0    4    2   12.19   33.20
    93.0    4    3   11.26   33.20
    94.0    4    4   11.39   33.20
    95.0    4    5   11.43   33.20
    96.0    4    6   11.09   33.20
    97.0    4    7   11.21   33.20
    98.0    4    8   10.77   33.20
    99.0    4    9   10.66   33.20
   100.0    4   10   10.59   33.20
   101.0    4   11   11.18   33.20
   102.0    4   12   11.50   33.20
   103.0    4   13   11.39   33.20
   104.0    4   14   11.53   33.20
   105.0    4   15   11.24   33.20
   106.0    4   16   11.48   33.20
   107.0    4   17   11.41   33.20
   108.0    4   18   11.90   33.20
   109.0    4   19   11.81   33.20
   110.0    4   20   12.25   33.20
   111.0    4   21   11.88   33.20
   112.0    4   22   11.43   33.20
   113.0    4   23   11.59   33.20
   114.0    4   24   12.31   33.20
   115.0    4   25   12.37   33.20
   116.0    4   26   12.62   33.20
   117.0    4   27   11.39   33.20
   118.0    4   28   11.13   33.20
   119.0    4   29   11.11   33.20
   120.0    4   30   10.86   33.20
   121.0    5    1   10.68   33.20
   122.0    5    2   10.36   33.20
   123.0    5    3   10.37   33.20
   124.0    5    4   10.77   33.20
   125.0    5    5   10.75   33.20
   126.0    5    6   10.58   33.20
   127.0    5    7   10.73   33.20
   128.0    5    8   10.78   33.20
   129.0    5    9   11.02   33.20
   130.0    5   10   10.63   33.20
   131.0    5   11   10.38   33.20
   132.0    5   12   11.47   33.20
   133.0    5   13   11.32   33.20
   134.0    5   14   11.30   33.20
   135.0    5   15   11.15   33.20
   136.0    5   16   11.00   33.20
   137.0    5   17   10.54   33.20
   138.0    5   18   10.98   33.20
   139.0    5   19   11.61   33.20
   140.0    5   20   11.69   33.20
   141.0    5   21   11.53   33.20
   142.0    5   22   10.95   33.20
   143.0    5   23   10.75   33.20
   144.0    5   24   10.52   33.20
   145.0    5   25   10.09   33.20
   146.0    5   26   10.91   33.20
   147.0    5   27   11.34   33.20
   148.0    5   28   11.38   33.20
   149.0    5   29   11.58   33.20
   150.0    5   30   11.12   33.20
   151.0    5   31   10.41   33.20
   152.0    6    1   10.87   33.20
   153.0    6    2   11.40   33.20
   154.0    6    3   11.34   33.20
   155.0    6    4   12.40   33.20
   156.0    6    5   12.95   33.20
   157.0    6    6   13.01   33.20
   158.0    6    7   11.85   33.20
   159.0    6    8   11.66   33.20
   160.0    6    9   11.36   33.20
   161.0    6   10   11.85   33.20
   162.0    6   11   11.23   33.20
   163.0    6   12   11.01   33.20
   164.0    6   13   11.02   33.20
   165.0    6   14   11.14   33.20
   166.0    6   15   11.25   33.20
   167.0    6   16   10.88   33.20
   168.0    6   17   10.97   33.20
   169.0    6   18   11.53   33.20
   170.0    6   19   12.49   33.20
   171.0    6   20   12.05   33.20
   172.0    6   21   12.43   33.20
   173.0    6   22   12.37   33.20
   174.0    6   23   12.10   33.20
   175.0    6   24   11.60   33.20
   176.0    6   25   11.43   33.20
   177.0    6   26   11.68   33.20
   178.0    6   27   11.91   33.20
   179.0    6   28   11.47   33.20
   180.0    6   29   12.10   33.20
   181.0    6   30   12.44   33.20
   182.0    7    1   11.60   33.20
   183.0    7    2   11.85   33.20
   184.0    7    3   11.69   33.20
   185.0    7    4   11.32   33.20
   186.0    7    5   11.73   33.20
   187.0    7    6   13.00   33.20
   188.0    7    7   13.15   33.20
   189.0    7    8   13.35   33.20
   190.0    7    9   13.38   33.20
   191.0    7   10   12.57   33.20
   192.0    7   11   11.51   33.20
   193.0    7   12   11.95   33.20
   194.0    7   13   12.39   33.20
   195.0    7   14   12.27   33.20
   196.0    7   15   12.64   33.20
   197.0    7   16   12.46   33.20
   198.0    7   17   12.56   33.20
   199.0    7   18   13.43   33.20
   200.0    7   19   14.23   33.20
   201.0    7   20   13.38   33.20
   202.0    7   21   11.99   33.20
   203.0    7   22   12.78   33.20
   204.0    7   23   13.39   33.20
   205.0    7   24   14.06   33.20
   206.0    7   25   14.39   33.20
   207.0    7   26   13.39   33.20
   208.0    7   27   13.18   33.20
   209.0    7   28   13.86   33.20
   210.0    7   29   14.34   33.20
   211.0    7   30   14.30   33.20
   212.0    7   31   13.76   33.20
   213.0    8    1   13.81   33.20
   214.0    8    2   14.23   33.20
   215.0    8    3   14.81   33.20
   216.0    8    4   14.68   33.20
   217.0    8    5   13.44   33.20
   218.0    8    6   12.97   33.20
   219.0    8    7   13.57   33.20
   220.0    8    8   13.19   33.20
   221.0    8    9   13.11   33.20
   222.0    8   10   13.18   33.20
   223.0    8   11   13.34   33.20
   224.0    8   12   13.75   33.20
   225.0    8   13   13.15   33.20
   226.0    8   14   13.50   33.20
   227.0    8   15   13.54   33.20
   228.0    8   16   13.69   33.20
   229.0    8   17   13.62   33.20
   230.0    8   18   12.83   33.20
   231.0    8   19   12.32   33.20
   232.0    8   20   11.75   33.20
   233.0    8   21   12.55   33.20
   234.0    8   22   13.46   33.20
   235.0    8   23   13.44   33.20
   236.0    8   24   13.68   33.20
   237.0    8   25   14.44   33.20
   238.0    8   26   14.53   33.20
   239.0    8   27   14.57   33.20
   240.0    8   28   13.90   33.20
   241.0    8   29   13.30   33.20
   242.0    8   30   12.57   33.20
   243.0    8   31   12.04   33.20
   244.0    9    1   12.56   33.20
   245.0    9    2   12.68   33.20
   246.0    9    3   13.30   33.20
   247.0    9    4   13.94   33.20
   248.0    9    5   13.67   33.20
   249.0    9    6   13.26   33.20
   250.0    9    7   13.33   33.20
   251.0    9    8   13.44   33.20
   252.0    9    9   12.41   33.20
   253.0    9   10   12.65   33.20
   254.0    9   11   13.04   33.20
   255.0    9   12   13.70   33.20
   256.0    9   13   13.89   33.20
   257.0    9   14   13.98   33.20
   258.0    9   15   13.76   33.20
   259.0    9   16   13.72   33.20
   260.0    9   17   13.17   33.20
   261.0    9   18   12.69   33.20
   262.0    9   19   13.51   33.20
   263.0    9   20   14.19   33.20
   264.0    9   21   14.20   33.20
   265.0    9   22   13.80   33.20
   266.0    9   23   13.40   33.20
   267.0    9   24   13.30   33.20
   268.0    9   25   13.08   33.20
   269.0    9   26   13.45   33.20
   270.0    9   27   13.55   33.20
   271.0    9   28   13.53   33.20
   272.0    9   29   13.74   33.20
   273.0    9   30   13.87   33.20
   274.0   10    1   14.19   33.20
   275.0   10    2   13.69   33.20
   276.0   10    3   13.28   33.20
   277.0   10    4   13.01   33.20
   278.0   10    5   13.04   33.20
   279.0   10    6   12.99   33.20
   280.0   10    7   13.60   33.20
   281.0   10    8   13.66   33.20
   282.0   10    9   13.69   33.20
   283.0   10   10   14.06   33.20
   284.0   10   11   13.62   33.20
   285.0   10   12   13.72   33.20
   286.0   10   13   13.96   33.20
   287.0   10   14   14.15   33.20
   288.0   10   15   14.50   33.20
   289.0   10   16   14.69   33.20
   290.0   10   17   14.36   33.20
   291.0   10   18   13.41   33.20
   292.0   10   19   13.43   33.20
   293.0   10   20   13.84   33.20
   294.0   10   21   13.28   33.20
   295.0   10   22   13.10   33.20
   296.0   10   23   13.26   33.20
   297.0   10   24   13.58   33.20
   298.0   10   25   13.68   33.20
   299.0   10   26   13.93   33.20
   300.0   10   27   13.62   33.20
   301.0   10   28   13.31   33.20
   302.0   10   29   12.92   33.20
   303.0   10   30   13.04   33.20
   304.0   10   31   13.18   33.20
   305.0   11    1   13.30   33.20
   306.0   11    2   13.61   33.20
   307.0   11    3   13.49   33.20
   308.0   11    4   13.60   33.20
   309.0   11    5   13.47   33.20
   310.0   11    6   13.30   33.20
   311.0   11    7   13.52   33.20
   312.0   11    8   13.07   33.20
   313.0   11    9   12.73   33.20
   314.0   11   10   12.70   33.20
   315.0   11   11   12.55   33.20
   316.0   11   12   12.31   33.20
   317.0   11   13   12.11   33.20
   318.0   11   14   12.26   33.20
   319.0   11   15   12.33   33.20
   320.0   11   16   12.13   33.20
   321.0   11   17   12.09   33.20
   322.0   11   18   12.18   33.20
   323.0   11   19   12.28   33.20
   324.0   11   20   12.31   33.20
   325.0   11   21   12.16   33.20
   326.0   11   22   12.16   33.20
   327.0   11   23   11.98   33.20
   328.0   11   24   11.71   33.20
   329.0   11   25   11.86   33.20
   330.0   11   26   11.87   33.20
   331.0   11   27   12.10   33.20
   332.0   11   28   11.67   33.20
   333.0   11   29   11.74   33.20
   334.0   11   30   11.84   33.20
   335.0   12    1   11.70   33.20
   336.0   12    2   11.83   33.20
   337.0   12    3   11.80   33.20
   338.0   12    4   11.77   33.20
   339.0   12    5   11.78   33.20
   340.0   12    6   11.79   33.20
   341.0   12    7   11.69   33.20
   342.0   12    8   11.61   33.20
   343.0   12    9   11.62   33.20
   344.0   12   10   11.40   33.20
   345.0   12   11   11.50   33.20
   346.0   12   12   11.61   33.20
   347.0   12   13   11.69   33.20
   348.0   12   14   11.80   33.20
   349.0   12   15   11.71   33.20
   350.0   12   16   11.60   33.20
   351.0   12   17   11.66   33.20
   352.0   12   18   11.45   33.20
   353.0   12   19   11.56   33.20
   354.0   12   20   11.76   33.20
   355.0   12   21   11.76   33.20
   356.0   12   22   11.53   33.20
   357.0   12   23   11.42   33.20
   358.0   12   24   11.42   33.20
   359.0   12   25   11.39   33.20
   360.0   12   26   11.27   33.20
   361.0   12   27   11.33   33.20
   362.0   12   28   11.51   33.20
   363.0   12   29   11.38   33.20
   364.0   12   30   11.17   33.20
   365.0   12   31   11.31   33.20
   366.0    1    1    8.99   33.20
   367.0    1    2    8.93   33.20
   368.0    1    3    8.99   33.20
   369.0    1    4    8.91   33.20
   370.0    1    5    8.89   33.20
   371.0    1    6    8.87   33.20
   372.0    1    7    8.83   33.20
   373.0    1    8    8.78   33.20
   374.0    1    9    8.72   33.20
   375.0    1   10    8.68   33.20
   376.0    1   11    8.59   33.20
   377.0    1   12    8.62   33.20
