 1
 0
        JDAY  MM  DD      TEMP    SALT JDAY=0 FOR JAN 01
     61.0000  03  02      4.30      0.22
     62.0000  03  03      4.80      0.19
     63.0000  03  04      6.30      0.20
     64.0000  03  05      6.90      0.20
     65.0000  03  06      5.40      0.22
     66.0000  03  07      4.20      2.45
     67.0000  03  08      4.30      2.32
     68.0000  03  09      4.50      2.18
     69.0000  03  10      4.50      1.60
     70.0000  03  11      6.30      1.85
     71.0000  03  12      7.00      1.58
     72.0000  03  13      6.60      1.43
     73.0000  03  14      8.30      1.81
     74.0000  03  15     10.10      1.76
     75.0000  03  16      8.30      0.22
     76.0000  03  17      5.30      0.25
     77.0000  03  18      5.60      0.32
     78.0000  03  19      5.80      1.69
     79.0000  03  20      8.10      1.99
     80.0000  03  21      7.40      0.18
     81.0000  03  22      7.00      0.19
     82.0000  03  23      7.90      0.19
     83.0000  03  24      7.70      0.19
     84.0000  03  25      8.90      0.20
     85.0000  03  26      8.30      0.70
     86.0000  03  27     10.20      0.27
     87.0000  03  28      8.90      0.18
     88.0000  03  29     10.60      0.19
     89.0000  03  30      8.00      0.19
     90.0000  03  31      8.70      0.19
     91.0000  04  01     10.10      0.19
     92.0000  04  02     10.60      0.22
     93.0000  04  03     10.70      0.20
     94.0000  04  04      9.70      0.24
     95.0000  04  05      9.10      0.26
     96.0000  04  06      9.60      0.27
     97.0000  04  07      7.10      0.26
     98.0000  04  08      8.30      0.24
     99.0000  04  09      8.40      0.20
    100.0000  04  10     10.20      0.23
    101.0000  04  11     11.70      0.20
    102.0000  04  12     12.20      0.20
    103.0000  04  13     11.70      0.19
    104.0000  04  14      9.60      0.19
    105.0000  04  15      9.70      0.17
    106.0000  04  16      9.40      0.18
    107.0000  04  17      8.40      0.20
    108.0000  04  18      9.20      0.19
    109.0000  04  19     12.90      0.19
    110.0000  04  20     14.10      0.19
    111.0000  04  21     12.70      0.17
    112.0000  04  22     14.90      0.17
    113.0000  04  23     14.70      0.16
    114.0000  04  24     14.80      0.15
    115.0000  04  25     15.00      0.15
    116.0000  04  26     16.00      0.17
    117.0000  04  27     13.90      0.17
    118.0000  04  28     13.30      0.14
    119.0000  04  29     13.90      0.14
    120.0000  04  30     13.70      0.14
    121.0000  05  01     14.30      0.16
    122.0000  05  02     14.80      0.16
    123.0000  05  03     15.70      0.16
    124.0000  05  04     15.90      0.16
    125.0000  05  05     15.00      0.15
    126.0000  05  06     16.00      0.27
    127.0000  05  07     14.40      0.25
    128.0000  05  08     18.70      0.27
    129.0000  05  09     15.40      0.23
    130.0000  05  10     14.20      0.24
    131.0000  05  11     13.80      0.25
    132.0000  05  12     12.90      0.22
    133.0000  05  13     17.10      0.17
    134.0000  05  14     15.10      0.20
    135.0000  05  15     17.40      0.18
    136.0000  05  16     16.70      0.20
    137.0000  05  17     15.20      0.20
    138.0000  05  18     15.10      0.18
    139.0000  05  19     13.20      0.20
    140.0000  05  20     12.80      0.21
    141.0000  05  21     14.80      0.16
    142.0000  05  22     13.80      0.18
    143.0000  05  23     14.30      0.20
    144.0000  05  24     18.90      0.17
    145.0000  05  25     18.20      0.18
    146.0000  05  26     19.60      0.18
    147.0000  05  27     18.50      0.17
    148.0000  05  28     17.70      0.18
    149.0000  05  29     19.80      0.24
    150.0000  05  30     20.10      0.26
    151.0000  05  31     20.80      0.15
    152.0000  06  01     20.20      0.16
    153.0000  06  02     21.90      0.13
    154.0000  06  03     21.00      0.15
    155.0000  06  04     20.20      0.14
    156.0000  06  05     20.10      0.13
    157.0000  06  06     20.40      0.13
    158.0000  06  07     21.00      0.31
    159.0000  06  08     23.20      0.37
    160.0000  06  09     23.00      0.32
    161.0000  06  10     23.50      0.31
    162.0000  06  11     23.20      0.34
    163.0000  06  12     23.10      0.34
    164.0000  06  13     23.60      0.33
    165.0000  06  14     22.20      0.35
    166.0000  06  15     22.00      0.43
    167.0000  06  16     20.50      0.23
    168.0000  06  17     21.60      0.14
    169.0000  06  18     23.60      0.13
    170.0000  06  19     22.20      0.14
    171.0000  06  20     23.60      0.13
    172.0000  06  21     22.00      0.14
    173.0000  06  22     21.90      0.12
    174.0000  06  23     21.50      0.13
    175.0000  06  24     21.00      0.14
    176.0000  06  25     22.60      0.16
    177.0000  06  26     23.10      0.16
    178.0000  06  27     23.70      0.19
    179.0000  06  28     25.40      0.22
    180.0000  06  29     24.90      0.21
    181.0000  06  30     23.80      0.22
    182.0000  07  01     23.70      0.31
    183.0000  07  02     23.90      0.28
    184.0000  07  03     23.40      0.32
    185.0000  07  04     23.20      0.41
    186.0000  07  05     22.50      0.43
    187.0000  07  06     22.80      0.42
    188.0000  07  07     23.70      0.35
    189.0000  07  08     24.30      0.42
    190.0000  07  09     24.50      0.41
    191.0000  07  10     24.70      0.36
    192.0000  07  11     24.80      0.36
    193.0000  07  12     25.00      0.45
    194.0000  07  13     24.90      0.46
    195.0000  07  14     24.10      0.41
    196.0000  07  15     24.50      0.52
    197.0000  07  16     24.20      0.38
    198.0000  07  17     24.20      0.38
    199.0000  07  18     24.50      0.40
    200.0000  07  19     24.80      0.53
    201.0000  07  20     25.10      0.55
    202.0000  07  21     25.30      0.14
    203.0000  07  22     25.70      0.16
    204.0000  07  23     25.60      0.14
    205.0000  07  24     25.50      0.11
    206.0000  07  25     25.40      0.12
    207.0000  07  26     25.30      0.12
    208.0000  07  27     25.20      0.14
    209.0000  07  28     24.30      0.13
    210.0000  07  29     24.30      0.15
    211.0000  07  30     24.30      0.12
    212.0000  07  31     24.30      0.12
    213.0000  08  01     24.30      0.14
    214.0000  08  02     24.30      0.15
    215.0000  08  03     24.30      0.16
    216.0000  08  04     24.30      0.14
    217.0000  08  05     24.30      0.16
    218.0000  08  06     24.30      0.14
    219.0000  08  07     24.30      0.16
    220.0000  08  08     24.30      0.16
    221.0000  08  09     24.30      0.16
    222.0000  08  10     24.40      0.16
    223.0000  08  11     24.30      0.13
    224.0000  08  12     24.30      0.13
    225.0000  08  13     24.20      0.13
    226.0000  08  14     24.20      0.15
    227.0000  08  15     24.20      0.16
    228.0000  08  16     24.20      0.16
    229.0000  08  17     24.20      0.16
    230.0000  08  18     24.20      0.14
    231.0000  08  19     24.20      0.16
    232.0000  08  20     24.20      0.14
    233.0000  08  21     24.10      0.14
    234.0000  08  22     24.10      0.14
    235.0000  08  23     24.10      0.14
    236.0000  08  24     24.10      0.13
    237.0000  08  25     24.10      0.14
    238.0000  08  26     24.10      0.17
    239.0000  08  27     24.10      0.15
    240.0000  08  28     24.10      0.17
    241.0000  08  29     24.10      0.17
    242.0000  08  30     24.10      0.17
    243.0000  08  31     24.10      0.17
    244.0000  09  01     24.00      0.15
    245.0000  09  02     24.00      0.17
    246.0000  09  03     24.00      0.14
    247.0000  09  04     24.00      0.17
    248.0000  09  05     24.00      0.17
    249.0000  09  06     24.00      0.16
    250.0000  09  07     23.50      0.13
    251.0000  09  08     23.00      0.14
    252.0000  09  09     22.50      0.14
    253.0000  09  10     22.00      0.18
    254.0000  09  11     21.50      0.16
    255.0000  09  12     21.20      0.17
    256.0000  09  13     21.10      0.17
    257.0000  09  14     21.00      0.16
    258.0000  09  15     20.90      0.16
    259.0000  09  16     20.90      0.26
    260.0000  09  17     18.80      0.28
    261.0000  09  18     18.80      0.30
    262.0000  09  19     18.70      0.37
    263.0000  09  20     18.80      0.38
    264.0000  09  21     18.90      0.33
    265.0000  09  22     19.10      0.44
    266.0000  09  23     20.00      0.63
    267.0000  09  24     18.90      0.54
    268.0000  09  25     19.00      0.65
    269.0000  09  26     19.10      0.70
    270.0000  09  27     20.10      0.70
    271.0000  09  28     20.70      0.69
    272.0000  09  29     19.40      0.55
    273.0000  09  30     19.20      0.75
    274.0000  10  01     19.10      1.12
    275.0000  10  02     19.00      0.90
    276.0000  10  03     18.80      1.18
    277.0000  10  04     18.70      1.09
    278.0000  10  05     18.50      1.08
    279.0000  10  06     18.30      1.14
    280.0000  10  07     18.20      0.90
    281.0000  10  08     18.10      1.09
    282.0000  10  09     18.00      0.89
    283.0000  10  10     19.00      1.13
    284.0000  10  11     18.00      1.15
    285.0000  10  12     17.00      1.13
    286.0000  10  13     16.80      1.08
    287.0000  10  14     16.60      0.17
    288.0000  10  15     16.50      1.08
    289.0000  10  16     16.40      0.82
    290.0000  10  17     16.40      1.05
    291.0000  10  18     16.40      1.10
    292.0000  10  19     16.40      1.14
    293.0000  10  20     17.10      1.04
    294.0000  10  21     14.90      0.86
    295.0000  10  22     14.20      1.11
    296.0000  10  23     13.50      0.93
    297.0000  10  24     12.70      1.29
    298.0000  10  25     12.00      1.38
    299.0000  10  26     11.30      1.30
    300.0000  10  27     10.70      1.21
    301.0000  10  28     13.10      0.84
    302.0000  10  29     11.50      1.14
    303.0000  10  30     11.30      0.86
    304.0000  10  31     11.10      1.15
    305.0000  11  01     10.90      1.18
    306.0000  11  02     10.70      1.23
    307.0000  11  03     10.50      1.23
    308.0000  11  04     10.30      0.99
    309.0000  11  05     10.10      1.34
    310.0000  11  06      9.90      1.11
    311.0000  11  07      9.60      1.48
    312.0000  11  08      9.30      1.44
    313.0000  11  09      9.70      1.00
    314.0000  11  10      9.90      1.38
    315.0000  11  11     10.20      1.01
    316.0000  11  12      9.70      1.48
    317.0000  11  13     10.80      0.75
    318.0000  11  14     10.90      0.90
    319.0000  11  15     11.00      1.12
    320.0000  11  16     11.30      1.10
    321.0000  11  17     11.00      1.26
    322.0000  11  18     10.40      1.05
    323.0000  11  19      9.30      0.92
    324.0000  11  20      8.10      0.78
    325.0000  11  21      8.10      0.58
    326.0000  11  22      7.60      0.44
    327.0000  11  23      8.00      0.50
    328.0000  11  24      7.10      0.53
    329.0000  11  25      5.90      0.41
    330.0000  11  26      6.70      0.42
    331.0000  11  27      7.00      0.33
    332.0000  11  28      7.80      0.38
    333.0000  11  29      7.80      0.35
    334.0000  11  30      8.20      0.31
    335.0000  12  01      8.90      0.35
    336.0000  12  02      9.20      0.29
    337.0000  12  03      6.60      0.33
    338.0000  12  04      7.50      0.34
    339.0000  12  05      3.70      0.34
    340.0000  12  06      2.70      0.27
    341.0000  12  07      2.90      0.28
    342.0000  12  08      2.80      0.31
    343.0000  12  09      4.50      0.26
    344.0000  12  10      4.00      0.26
    345.0000  12  11      5.70      0.22
    346.0000  12  12      6.50      0.21
    347.0000  12  13      6.10      0.23
    348.0000  12  14      6.50      0.26
    349.0000  12  15      6.50      0.25
    350.0000  12  16      6.70      0.22
    351.0000  12  17      5.10      0.22
    352.0000  12  18      6.60      0.19
    353.0000  12  19      5.10      0.40
    354.0000  12  20      4.70      0.46
    355.0000  12  21      4.20      0.43
    356.0000  12  22      4.80      0.52
    357.0000  12  23      4.80      0.44
    358.0000  12  24      8.40      0.27
    359.0000  12  25      6.00      0.24
    360.0000  12  26      5.70      0.31
    361.0000  12  27      5.90      0.36
    362.0000  12  28      5.30      0.46
    363.0000  12  29      5.80      0.37
    364.0000  12  30     11.60      0.24
    365.0000  12  31     11.10      0.27
