 1
 0
        JDAY  MM  DD      TEMP    SALT JDAY=0 FOR JAN 01
     54.0000  02  24      3.50      7.62
     55.0000  02  25      3.60      7.46
     56.0000  02  26      3.50      7.37
     57.0000  02  27      3.60      8.15
     58.0000  02  28      3.80      7.59
     59.0000  02  29      4.20      6.98
     60.0000  03  01      4.00      7.55
     61.0000  03  02      4.20      7.27
     62.0000  03  03      4.40      7.02
     63.0000  03  04      4.60      7.02
     64.0000  03  05      4.70      7.04
     65.0000  03  06      4.90      6.30
     66.0000  03  07      5.00      6.26
     67.0000  03  08      5.30      6.00
     68.0000  03  09      5.50      5.96
     69.0000  03  10      5.60      6.26
     70.0000  03  11      5.70      6.22
     71.0000  03  12      5.70      5.91
     72.0000  03  13      5.90      5.97
     73.0000  03  14      6.00      5.87
     74.0000  03  15      6.20      5.53
     75.0000  03  16      6.30      5.58
     76.0000  03  17      6.40      5.39
     77.0000  03  18      6.50      4.90
     78.0000  03  19      6.60      5.18
     79.0000  03  20      6.70      5.09
     80.0000  03  21      6.80      4.85
     81.0000  03  22      6.90      4.73
     82.0000  03  23      7.00      4.56
     83.0000  03  24      7.20      4.15
     84.0000  03  25      7.30      3.82
     85.0000  03  26      7.60      3.78
     86.0000  03  27      7.80      3.56
     87.0000  03  28      8.20      3.48
     88.0000  03  29      8.60      3.53
     89.0000  03  30      8.70      3.51
     90.0000  03  31      8.90      3.27
     91.0000  04  01      9.10      3.09
     92.0000  04  02      9.40      2.99
     93.0000  04  03      9.60      2.61
     94.0000  04  04      9.70      2.46
     95.0000  04  05      9.80      2.20
     96.0000  04  06      9.90      2.14
     97.0000  04  07     10.00      2.53
     98.0000  04  08     10.10      2.59
     99.0000  04  09     10.20      2.61
    100.0000  04  10     10.30      2.64
    101.0000  04  11     10.40      2.79
    102.0000  04  12     10.70      2.72
    103.0000  04  13     10.90      2.86
    104.0000  04  14     11.00      2.61
    105.0000  04  15     11.20      2.59
    106.0000  04  16     11.40      2.79
    107.0000  04  17     11.50      2.76
    108.0000  04  18     11.70      2.63
    109.0000  04  19     12.00      2.80
    110.0000  04  20     12.30      2.83
    111.0000  04  21     12.50      2.64
    112.0000  04  22     12.70      2.48
    113.0000  04  23     12.90      2.44
    114.0000  04  24     13.10      2.58
    115.0000  04  25     13.30      2.67
    116.0000  04  26     13.50      2.96
    117.0000  04  27     13.70      2.94
    118.0000  04  28     13.90      2.98
    119.0000  04  29     14.10      2.92
    120.0000  04  30     14.40      2.83
    121.0000  05  01     14.70      2.68
    122.0000  05  02     15.00      2.60
    123.0000  05  03     15.20      2.66
    124.0000  05  04     15.30      2.67
    125.0000  05  05     15.50      2.67
    126.0000  05  06     15.60      2.58
    127.0000  05  07     15.70      2.57
    128.0000  05  08     15.90      2.58
    129.0000  05  09     16.00      2.73
    130.0000  05  10     16.20      2.67
    131.0000  05  11     16.50      2.75
    132.0000  05  12     16.80      2.71
    133.0000  05  13     17.10      2.49
    134.0000  05  14     17.40      2.54
    135.0000  05  15     17.60      2.67
    136.0000  05  16     17.70      2.60
    137.0000  05  17     17.80      2.62
    138.0000  05  18     17.90      2.64
    139.0000  05  19     17.90      2.67
    140.0000  05  20     18.20      2.75
    141.0000  05  21     18.40      2.66
    142.0000  05  22     18.70      2.65
    143.0000  05  23     18.90      2.73
    144.0000  05  24     19.40      2.72
    145.0000  05  25     19.50      2.73
    146.0000  05  26     19.60      2.85
    147.0000  05  27     19.60      2.98
    148.0000  05  28     19.80      3.01
    149.0000  05  29     20.10      2.96
    150.0000  05  30     20.30      2.98
    151.0000  05  31     20.60      2.95
    152.0000  06  01     20.90      2.88
    153.0000  06  02     21.10      2.91
    154.0000  06  03     21.30      3.06
    155.0000  06  04     21.30      3.18
    156.0000  06  05     21.40      3.32
    157.0000  06  06     21.60      3.39
    158.0000  06  07     21.70      3.34
    159.0000  06  08     21.90      3.44
    160.0000  06  09     22.10      3.36
    161.0000  06  10     22.30      3.41
    162.0000  06  11     22.50      3.51
    163.0000  06  12     22.70      3.67
    164.0000  06  13     22.90      3.71
    165.0000  06  14     22.80      3.68
    166.0000  06  15     23.10      3.75
    167.0000  06  16     23.20      3.67
    168.0000  06  17     23.40      3.51
    169.0000  06  18     23.50      3.42
    170.0000  06  19     23.80      3.29
    171.0000  06  20     23.90      3.42
    172.0000  06  21     24.00      3.46
    173.0000  06  22     24.10      3.39
    174.0000  06  23     24.10      3.51
    175.0000  06  24     24.30      3.41
    176.0000  06  25     24.50      3.73
    177.0000  06  26     24.60      3.73
    178.0000  06  27     24.90      3.81
    179.0000  06  28     25.10      3.81
    180.0000  06  29     25.20      3.77
    181.0000  06  30     25.40      3.88
    182.0000  07  01     25.40      3.97
    183.0000  07  02     25.20      3.83
    184.0000  07  03     25.30      3.85
    185.0000  07  04     25.30      3.97
    186.0000  07  05     25.40      3.97
    187.0000  07  06     25.50      3.90
    188.0000  07  07     25.60      3.92
    189.0000  07  08     25.70      4.07
    190.0000  07  09     25.90      4.14
    191.0000  07  10     26.10      4.16
    192.0000  07  11     26.10      4.39
    193.0000  07  12     26.20      4.76
    194.0000  07  13     26.20      4.84
    195.0000  07  14     26.30      4.80
    196.0000  07  15     26.50      4.84
    197.0000  07  16     26.70      4.94
    198.0000  07  17     26.90      4.76
    199.0000  07  18     27.10      4.76
    200.0000  07  19     27.20      4.82
    201.0000  07  20     27.30      4.85
    202.0000  07  21     27.30      5.01
    203.0000  07  22     27.40      4.94
    204.0000  07  23     27.20      5.01
    205.0000  07  24     27.20      5.00
    206.0000  07  25     27.20      5.14
    207.0000  07  26     27.10      5.12
    208.0000  07  27     27.10      4.97
    209.0000  07  28     27.10      4.99
    210.0000  07  29     27.10      4.96
    211.0000  07  30     27.10      5.03
    212.0000  07  31     27.20      4.95
    213.0000  08  01     27.20      4.85
    214.0000  08  02     27.30      4.88
    215.0000  08  03     27.30      4.72
    216.0000  08  04     27.40      4.63
    217.0000  08  05     27.50      4.77
    218.0000  08  06     27.40      4.77
    219.0000  08  07     27.30      4.90
    220.0000  08  08     27.20      5.11
    221.0000  08  09     27.30      5.15
    222.0000  08  10     27.20      5.19
    223.0000  08  11     27.20      5.19
    224.0000  08  12     27.10      5.28
    225.0000  08  13     27.00      5.30
    226.0000  08  14     26.90      5.01
    227.0000  08  15     26.90      5.11
    228.0000  08  16     26.90      5.14
    229.0000  08  17     26.90      5.24
    230.0000  08  18     26.70      5.35
    231.0000  08  19     26.60      5.51
    232.0000  08  20     26.40      5.65
    233.0000  08  21     26.20      5.56
    234.0000  08  22     26.20      5.74
    235.0000  08  23     26.10      5.81
    236.0000  08  24     26.10      5.93
    237.0000  08  25     26.00      5.94
    238.0000  08  26     26.10      5.99
    239.0000  08  27     26.10      5.99
    240.0000  08  28     26.00      5.82
    241.0000  08  29     25.90      5.89
    242.0000  08  30     26.00      5.88
    243.0000  08  31     25.90      6.13
    244.0000  09  01     25.80      6.32
    245.0000  09  02     25.60      6.41
    246.0000  09  03     25.60      6.41
    247.0000  09  04     25.40      6.38
    248.0000  09  05     25.30      6.45
    249.0000  09  06     25.10      6.41
    250.0000  09  07     25.10      6.29
    251.0000  09  08     24.90      6.32
    252.0000  09  09     24.80      6.58
    253.0000  09  10     24.70      6.72
    254.0000  09  11     24.70      6.41
    255.0000  09  12     24.40      6.57
    256.0000  09  13     24.20      6.66
    257.0000  09  14     24.10      6.61
    258.0000  09  15     24.00      6.63
    259.0000  09  16     23.70      6.67
    260.0000  09  17     23.60      6.43
    261.0000  09  18     23.50      6.38
    262.0000  09  19     23.20      6.61
    263.0000  09  20     23.00      6.64
    264.0000  09  21     22.80      6.67
    265.0000  09  22     22.60      6.57
    266.0000  09  23     22.40      6.60
    267.0000  09  24     22.10      6.57
    268.0000  09  25     21.90      6.47
    269.0000  09  26     21.70      6.83
    270.0000  09  27     21.50      6.86
    271.0000  09  28     21.40      6.61
    272.0000  09  29     21.10      6.59
    273.0000  09  30     20.80      6.90
    274.0000  10  01     20.50      7.21
    275.0000  10  02     20.40      7.37
    276.0000  10  03     20.10      7.21
    277.0000  10  04     19.80      7.33
    278.0000  10  05     19.70      7.48
    279.0000  10  06     19.60      7.85
    280.0000  10  07     19.30      7.83
    281.0000  10  08     19.00      8.03
    282.0000  10  09     19.00      7.96
    283.0000  10  10     18.70      7.87
    284.0000  10  11     18.50      7.62
    285.0000  10  12     18.20      7.68
    286.0000  10  13     18.00      7.43
    287.0000  10  14     17.90      7.73
    288.0000  10  15     17.60      7.72
    289.0000  10  16     17.30      7.85
    290.0000  10  17     17.00      8.12
    291.0000  10  18     16.80      8.53
    292.0000  10  19     16.60      8.35
    293.0000  10  20     16.40      8.32
    294.0000  10  21     16.20      8.21
    295.0000  10  22     16.10      7.70
    296.0000  10  23     15.90      7.67
    297.0000  10  24     15.80      7.61
    298.0000  10  25     15.40      7.84
    299.0000  10  26     15.10      7.74
    300.0000  10  27     14.90      7.86
    301.0000  10  28     14.70      8.06
    302.0000  10  29     14.60      8.00
    303.0000  10  30     14.30      8.06
    304.0000  10  31     14.00      8.60
    305.0000  11  01     13.90      8.46
    306.0000  11  02     13.90      8.30
    307.0000  11  03     13.70      8.19
    308.0000  11  04     13.50      8.23
    309.0000  11  05     13.30      8.27
    310.0000  11  06     13.00      8.42
    311.0000  11  07     12.90      8.04
    312.0000  11  08     12.70      8.33
    313.0000  11  09     12.60      8.02
    314.0000  11  10     12.40      8.23
    315.0000  11  11     12.10      8.29
    316.0000  11  12     12.00      8.07
    317.0000  11  13     11.70      8.30
    318.0000  11  14     11.50      8.52
    319.0000  11  15     11.40      8.54
    320.0000  11  16     11.00      8.38
    321.0000  11  17     10.80      8.51
    322.0000  11  18     10.70      8.45
    323.0000  11  19     10.50      8.59
    324.0000  11  20     10.40      8.44
    325.0000  11  21     10.20      8.13
    326.0000  11  22      9.80      8.03
    327.0000  11  23      9.60      8.28
    328.0000  11  24      9.50      8.30
    329.0000  11  25      9.30      8.26
    330.0000  11  26      9.20      8.15
    331.0000  11  27      9.10      7.71
    332.0000  11  28      9.00      7.93
    333.0000  11  29      8.80      7.35
    334.0000  11  30      8.60      7.37
    335.0000  12  01      8.40      7.57
    336.0000  12  02      8.30      7.66
    337.0000  12  03      8.00      7.55
    338.0000  12  04      7.90      7.85
    339.0000  12  05      7.70      7.56
    340.0000  12  06      7.70      7.72
    341.0000  12  07      7.30      7.50
    342.0000  12  08      7.10      7.91
    343.0000  12  09      6.80      8.03
    344.0000  12  10      6.60      7.87
    345.0000  12  11      6.50      7.58
    346.0000  12  12      6.30      7.22
    347.0000  12  13      6.20      7.20
    348.0000  12  14      6.00      7.66
    349.0000  12  15      5.80      7.36
    350.0000  12  16      5.70      7.31
    351.0000  12  17      5.50      7.55
    352.0000  12  18      5.30      7.07
    353.0000  12  19      5.10      6.88
    354.0000  12  20      4.90      7.22
    355.0000  12  21      4.80      7.34
    356.0000  12  22      4.70      7.40
    357.0000  12  23      4.90      7.14
    358.0000  12  24      4.90      7.58
    359.0000  12  25      4.80      7.60
    360.0000  12  26      4.60      7.11
    361.0000  12  27      4.20      7.20
    362.0000  12  28      4.40      7.02
    363.0000  12  29      4.30      7.44
    364.0000  12  30      4.20      7.60
    365.0000  12  31      4.10      7.57
