Sponge Node Number = 220
       1        80000.00        0.001000
       2        80000.00        0.001000
       3        80000.00        0.001000
       4        80000.00        0.001000
       5        80000.00        0.001000
       6        80000.00        0.001000
       7        80000.00        0.001000
       8        80000.00        0.001000
       9        80000.00        0.001000
      10        80000.00        0.001000
      11        80000.00        0.001000
      12        80000.00        0.001000
      13        80000.00        0.001000
      14        80000.00        0.001000
      15        80000.00        0.001000
      16        80000.00        0.001000
      17        80000.00        0.001000
      18        80000.00        0.001000
      19        80000.00        0.001000
      20        80000.00        0.001000
      21        80000.00        0.001000
      22        80000.00        0.001000
      23        80000.00        0.001000
      24        80000.00        0.001000
      25        80000.00        0.001000
      26        80000.00        0.001000
      27        80000.00        0.001000
      28        80000.00        0.001000
      29        80000.00        0.001000
      30        80000.00        0.001000
      31        80000.00        0.001000
      32        80000.00        0.001000
      33        80000.00        0.001000
      34        80000.00        0.001000
      35        80000.00        0.001000
      36        80000.00        0.001000
      37        80000.00        0.001000
      38        80000.00        0.001000
      39        80000.00        0.001000
      40        80000.00        0.001000
      41        80000.00        0.001000
      42        80000.00        0.001000
      43        80000.00        0.001000
      44        80000.00        0.001000
      45        80000.00        0.001000
      46        80000.00        0.001000
      47        80000.00        0.001000
      48        80000.00        0.001000
      49        80000.00        0.001000
      50        80000.00        0.001000
      51        80000.00        0.001000
      52        80000.00        0.001000
      53        80000.00        0.001000
      54        80000.00        0.001000
      55        80000.00        0.001000
      56        80000.00        0.001000
      57        80000.00        0.001000
      58        80000.00        0.001000
      59        80000.00        0.001000
      60        80000.00        0.001000
      61        80000.00        0.001000
      62        80000.00        0.001000
      63        80000.00        0.001000
      64        80000.00        0.001000
      65        80000.00        0.001000
      66        80000.00        0.001000
      67        80000.00        0.001000
      68        80000.00        0.001000
      69        80000.00        0.001000
      70        80000.00        0.001000
      71        80000.00        0.001000
      72        80000.00        0.001000
      73        80000.00        0.001000
      74        80000.00        0.001000
      75        80000.00        0.001000
      76        80000.00        0.001000
      77        80000.00        0.001000
      78        80000.00        0.001000
      79        80000.00        0.001000
      80        80000.00        0.001000
      81        80000.00        0.001000
      82        80000.00        0.001000
      83        80000.00        0.001000
      84        80000.00        0.001000
      85        80000.00        0.001000
      86        80000.00        0.001000
      87        80000.00        0.001000
      88        80000.00        0.001000
      89        80000.00        0.001000
      90        80000.00        0.001000
      91        80000.00        0.001000
      92        80000.00        0.001000
      93        80000.00        0.001000
      94        80000.00        0.001000
      95        80000.00        0.001000
      96        80000.00        0.001000
      97        80000.00        0.001000
      98        80000.00        0.001000
      99        80000.00        0.001000
     100        80000.00        0.001000
     101        80000.00        0.001000
     102        80000.00        0.001000
     103        80000.00        0.001000
     104        80000.00        0.001000
     105        80000.00        0.001000
     106        80000.00        0.001000
     107        80000.00        0.001000
     108        80000.00        0.001000
     109        80000.00        0.001000
     110        80000.00        0.001000
     111        80000.00        0.001000
     112        80000.00        0.001000
     113        80000.00        0.001000
     114        80000.00        0.001000
     115        80000.00        0.001000
     116        80000.00        0.001000
     117        80000.00        0.001000
     118        80000.00        0.001000
     119        80000.00        0.001000
     120        80000.00        0.001000
     121        80000.00        0.001000
     122        80000.00        0.001000
     123        80000.00        0.001000
     124        80000.00        0.001000
     125        80000.00        0.001000
     126        80000.00        0.001000
     127        80000.00        0.001000
     128        80000.00        0.001000
     129        80000.00        0.001000
     130        80000.00        0.001000
     131        80000.00        0.001000
     132        80000.00        0.001000
     133        80000.00        0.001000
     134        80000.00        0.001000
     135        80000.00        0.001000
     136        80000.00        0.001000
     137        80000.00        0.001000
     138        80000.00        0.001000
     139        80000.00        0.001000
     140        80000.00        0.001000
     141        80000.00        0.001000
     142        80000.00        0.001000
     143        80000.00        0.001000
     144        80000.00        0.001000
     145        80000.00        0.001000
     146        80000.00        0.001000
     147        80000.00        0.001000
     148        80000.00        0.001000
     149        80000.00        0.001000
     150        80000.00        0.001000
     151        80000.00        0.001000
     152        80000.00        0.001000
     153        80000.00        0.001000
     154        80000.00        0.001000
     155        80000.00        0.001000
     156        80000.00        0.001000
     157        80000.00        0.001000
     158        80000.00        0.001000
     159        80000.00        0.001000
     160        80000.00        0.001000
     161        80000.00        0.001000
     162        80000.00        0.001000
     163        80000.00        0.001000
     164        80000.00        0.001000
     165        80000.00        0.001000
     166        80000.00        0.001000
