Node Number =  90964
-9.09443941e+001 4.65883877e+001 46.588388
-9.09462127e+001 4.65902199e+001 46.590220
-9.09475340e+001 4.65922654e+001 46.592265
-9.09475703e+001 4.65944862e+001 46.594486
-9.09413102e+001 4.65876778e+001 46.587678
-9.09415563e+001 4.65898355e+001 46.589835
-9.09436144e+001 4.65913920e+001 46.591392
-9.09450186e+001 4.65933879e+001 46.593388
-9.09477163e+001 4.65967241e+001 46.596724
-9.09447974e+001 4.65954260e+001 46.595426
-9.09481661e+001 4.65989422e+001 46.598942
-9.09317865e+001 4.65862320e+001 46.586232
-9.09349738e+001 4.65866753e+001 46.586675
-9.09381605e+001 4.65871211e+001 46.587121
-9.09386329e+001 4.65894479e+001 46.589448
-9.09396705e+001 4.65919740e+001 46.591974
-9.09420276e+001 4.65937872e+001 46.593787
-9.09449075e+001 4.65976825e+001 46.597682
-9.09419414e+001 4.65961915e+001 46.596192
-9.09449341e+001 4.65999538e+001 46.599954
-9.09479910e+001 4.66011528e+001 46.601153
-9.09470126e+001 4.66032738e+001 46.603274
-9.09066689e+001 4.65829067e+001 46.582907
-9.09098978e+001 4.65825579e+001 46.582558
-9.09131409e+001 4.65823383e+001 46.582338
-9.09163685e+001 4.65826938e+001 46.582694
-9.09195892e+001 4.65830651e+001 46.583065
-9.09225588e+001 4.65840068e+001 46.584007
-9.09255054e+001 4.65849823e+001 46.584982
-9.09286412e+001 4.65856184e+001 46.585618
-9.09288352e+001 4.65877562e+001 46.587756
-9.09321379e+001 4.65883398e+001 46.588340
-9.09354275e+001 4.65888468e+001 46.588847
-9.09361235e+001 4.65910492e+001 46.591049
-9.09366657e+001 4.65931161e+001 46.593116
-9.09387319e+001 4.65948633e+001 46.594863
-9.09419292e+001 4.65985953e+001 46.598595
-9.09394417e+001 4.65973048e+001 46.597305
-9.09417962e+001 4.66006843e+001 46.600684
-9.09441269e+001 4.66023479e+001 46.602348
-9.09451043e+001 4.66050089e+001 46.605009
-9.09043729e+001 4.65844068e+001 46.584407
-9.09080819e+001 4.65847413e+001 46.584741
-9.09114996e+001 4.65847341e+001 46.584734
-9.09149029e+001 4.65846723e+001 46.584672
-9.09187678e+001 4.65850199e+001 46.585020
-9.09222017e+001 4.65861861e+001 46.586186
-9.09255369e+001 4.65870702e+001 46.587070
-9.09259658e+001 4.65892924e+001 46.589292
-9.09293502e+001 4.65899576e+001 46.589958
-9.09327233e+001 4.65905186e+001 46.590519
-9.09335165e+001 4.65927404e+001 46.592740
-9.09349318e+001 4.65949805e+001 46.594980
-9.09364853e+001 4.65971874e+001 46.597187
-9.09384921e+001 4.65997046e+001 46.599705
-9.09398127e+001 4.66025148e+001 46.602515
-9.09422491e+001 4.66041973e+001 46.604197
-9.09425529e+001 4.66063990e+001 46.606399
-9.09022519e+001 4.65861216e+001 46.586122
-9.09057963e+001 4.65864101e+001 46.586410
-9.09095355e+001 4.65870182e+001 46.587018
-9.09132754e+001 4.65869326e+001 46.586933
-9.09164113e+001 4.65866844e+001 46.586684
-9.09192417e+001 4.65876110e+001 46.587611
-9.09225711e+001 4.65885044e+001 46.588504
-9.09232715e+001 4.65908815e+001 46.590882
-9.09267375e+001 4.65916318e+001 46.591632
-9.09301600e+001 4.65922517e+001 46.592252
-9.09313719e+001 4.65946088e+001 46.594609
-9.09328987e+001 4.65969447e+001 46.596945
-9.09346521e+001 4.65992883e+001 46.599288
-9.09361452e+001 4.66017010e+001 46.601701
-9.09368798e+001 4.66042086e+001 46.604209
-9.09396783e+001 4.66052757e+001 46.605276
-9.09399622e+001 4.66077547e+001 46.607755
-9.08994047e+001 4.65870777e+001 46.587078
-9.08962927e+001 4.65877673e+001 46.587767
-9.09030611e+001 4.65878652e+001 46.587865
-9.09062736e+001 4.65885080e+001 46.588508
-9.09089576e+001 4.65893187e+001 46.589319
-9.09120770e+001 4.65891462e+001 46.589146
-9.09159088e+001 4.65891529e+001 46.589153
